wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:15428615n,,"i–v–vi–iv_progression, sensitive_female_chord_progression, pop-punk_chord_progression, four_chords, list_of_four-chord_songs, list_of_i-v-vi-iv_songs, list_of_songs_with_the_pop-punk_chord_progression, i—v—♭vii—iv, four_chords_of_pop, list_of_v_vi_iv_i_songs, i-iv-bvii-iv_progression, i–v–vi–iv, list_of_4_chords_songs, list_of_songs_with_the_pop_punk_chord_progression, list_of_four_chords_songs, list_of_4_chord_songs, list_of_iv_i_v_vi_songs, list_of_pop-punk_chord_progression_songs, list_of_songs_in_iv_i_v_vi, list_of_songs_in_the_pop-punk_progression, list_of_songs_with_the_pop-punk_progression, pop-punk_progression, list_of_v-vi-iv-i_songs, list_of_four_chord_songs, list_of_songs_with_the_pop_punk_progression, list_of_pop_punk_progression_songs, list_of_songs_including_the_pop_punk_progression, list_of_songs_containing_the_pop_punk_chord_progression, list_of_songs_in_iv-i-v-vi, i-v-vi-iv, i—iv—♭vii—iv, list_of_songs_in_the_pop_punk_progression, vi_iv_i_v, list_of_vi_iv_i_v_songs, list_of_4-chords_songs, list_of_songs_in_i-v-vi-iv, list_of_songs_in_i_v_vi_iv, i-v-vi-iv_progression, i-iv-♭vii-iv, list_of_songs_in_v_vi_iv_i, v_vi_iv_i, i-v-♭vii-iv, list_of_songs_containing_the_pop-punk_chord_progression, list_of_songs_containing_the_i-v-vi-iv_progression, list_of_songs_containing_the_pop-punk_progression, i_v_vi_iv, list_of_songs_in_the_pop_punk_chord_progression, pop_punk_chord_progression, list_of_songs_including_the_pop_punk_chord_progression, v-vi-iv-i, iv-i-v-vi, list_of_songs_in_vi_iv_i_v, list_of_songs_containing_the_i–v–vi–iv_progression, list_of_songs_in_vi-iv-i-v, list_of_iv-i-v-vi_songs, list_of_songs_including_the_pop-punk_progression, i–iv–bvii–iv_progression, list_of_pop_punk_chord_progression_songs, vi-iv-i-v, iv_i_v_vi, list_of_songs_in_v-vi-iv-i, i-v-vi-iv_chord_progression, list_of_4-chord_songs, list_of_pop-punk_progression_songs, list_of_songs_containing_the_pop_punk_progression, list_of_songs_including_the_pop-punk_chord_progression, list_of_four-chords_songs, list_of_songs_in_the_pop-punk_chord_progression, list_of_i_v_vi_iv_songs, list_of_vi-iv-i-v_songs",The I–V–vi–IV progression is a common chord progression popular across several genres of music.,"progresión_i–v–vi–iv, progresión_de_acorde_femenino_sensible, progresión_de_acorde_pop-punk, cuatro_acordes, lista_de_canciones_de_cuatro_acordes, lista_de_canciones_i-v-vi-iv, lista_de_canciones_con_la_progresión_de_acorde_pop-punk, i—v—♭vii—iv, cuatro_acordes_de_pop, lista_de_canciones_v_vi_iv_i, progresión_i-iv-bvii-iv, i–v–vi–iv, lista_de_canciones_de_4_acordes, lista_de_canciones_con_la_progresión_de_acorde_pop_punk, lista_de_canciones_de_cuatro_acordes, lista_de_canciones_de_4_acordes, lista_de_canciones_iv_i_v_vi, lista_de_canciones_con_progresión_de_acorde_pop-punk, lista_de_canciones_en_iv_i_v_vi, lista_de_canciones_en_progresión_pop-punk, lista_de_canciones_con_la_progresión_pop-punk, progresión_pop-punk, lista_de_canciones_v-vi-iv-i, lista_de_canciones_de_cuatro_acordes, lista-de_canciones_con_la_progresión_pop_punk, lista_de_canciones_con_progresión_pop_punk, lista_de_canciones_que_incluyen_la_progresión_pop_punk, lista_de_canciones_que_contienen_la_progresión_de_acorde_pop_punk, lista-de_canciones_en_iv-i-v-vi, i-v-vi-iv, i—iv—♭vii—iv, lista_de_canciones_en_progresión_pop_punk, vi_iv_i_v, lista_de_canciones_vi_iv_i_v, lista_de_canciones_de_4_acordes, lista_de_canciones_en_i-v-vi-iv, lista_de_canciones_en_progresión_i_v_vi_iv, progresión_i-v-vi-iv, i-iv-♭vii-iv, lista_de_canciones_en_v_vi_iv_i, v_vi_iv_i, i-v-♭vii-iv, lista_de_canciones_que_contienen_progresión_de_acorde_pop-punk, lista_de_canciones_que_contienen_la_progresión_i-v-vi-iv, lista_de_canciones_que_contienen_la_progresión_pop-punk, i_v_vi_iv, lista_de_canciones_en_progresión_de_acorde_pop_punk, progresión_de_acorde_pop_punk, lista_de_canciones_que_incluyen_la_progresión_de_acorde_pop_punk, v-vi-iv-i, iv-i-v-vi, lista_de_canciones_en_vi_iv_i_v, lista_de_canciones_que_contienen_la_progresión_i–v–vi–iv, lista_de_canciones_en_vi-iv-i-v, lista_de_canciones_iv-i-v-vi, lista_de_canciones_que_incluyen_la_progresión_pop_punk, progresión_i–iv–bvii–iv, lista_de_canciones_con__progresión_de_acorde_pop_punk, vi-iv-i-v, iv_i_v_vi, lista_de_canciones_en_v-vi-iv-i, progresión_de_acorde_i-v-vi-iv, lista_de_canciones_de_4-acordes, lista_de_canciones_con_progresión_pop-punk, lista_de_canciones_of_songs_que_contienen_la_progresión_pop_punk, lista-de_canciones_que_inlcuyen_la_progresión_de_acorde_pop-punk, lista_de_canciones_de_cuatro_acordes, lista_de_canciones_en_progresión_de_acorde_pop-punk, lista_de_canciones_i_v_vi_iv, lista_de_canciones_vi-iv-i-v",YES,
,bn:01147212n,,"ivorian_hip_hop, ivoirian_hip_hop","Hip hop is a major part of the popular music of Côte d'Ivoire, and has been fused with many of the country's native styles, such as zouglou.",hip_hopo_marfileño,YES,
,bn:00403520n,,"israeli_hip_hop, hebrew_hip_hop, israeli_rap, hebrew_rap, israeli_hop_hop, shai_haddad, israeli_hiphop",Israeli hip hop refers to hip hop and rap music in Israel.,"hip_hop_istrelí, hip_hop_hebreo, rap_istraelí, rap_hebreo, hip_hop_istraelí, shai_haddad, hip_hop_istrael",YES,
,bn:02539846n,,ison,"Ison is a drone note, or a slow-moving lower vocal part, used in Byzantine chant and some related musical traditions to accompany the melody, thus enriching the singing.",ison,YES,
,bn:14586035n,,"irish_fiddle, irish_fiddling, irish_fiddlers, irish_fiddle_playing",The Celtic fiddle is one of the most important instruments in the traditional repertoire of Celtic music.,"violín_irlandés, violín_irlandés, violinistas_irlandeses, tocar_el_violín_irlandés",YES,
,bn:14652023n,,"iraqi_santur, santur, santur,_iraqi",The santur is a hammered dulcimer of Mesopotamian origin.,"santur_iraquí, santur",YES,
,bn:03184056n,,"inuit_music, pisik, intuit, inuit_musical_instruments","Traditional Inuit music, the music of the Inuit, has been based on drums used in dance music as far back as can be known, and a vocal style called katajjaq has become of interest in Canada and abroad.","música_inuit, pisik, instrumentos_musicales_inuites",YES,
,bn:03112617n,,instrument-switch,Instrument-switching is a practice of live musicians in which musicians trade their instruments and perform with an instrument with which they are usually not associated.,cambio_de_instrumento,YES,
,bn:14225843n,,"insertion_aria, interpolated_aria, aria_di_baule, trunk_aria, interpolation_aria",An insertion aria is an aria sung in an opera for which it was not composed.,"aria_de_insersión, aria_interpolada, aria_di_baule, trunk_aria, aria_de_interpolación",YES,
,bn:00220566n,,"industrial_folk_music, industrial_folk_song, industrial_ballad, industrial_work_song, industrial_folk, industrial_labour_song","Industrial folk music, industrial folk song, industrial work song or working song is a subgenre of folk or traditional music that developed from the 18th century, particularly in Britain and North America, with songs dealing with the lives and experiences of industrial workers.","música_folk_industrial, canción_folk_industrial, balada_industrial, canción_de_trabajo_industrial, folk_industrial, canción_de_labor_industrial",YES,
,bn:00741640n,,indonesian_popular_music_recordings,"Recorded music is a reflection of modern Indonesian history and culture—specifically class consciousness, economics and post-colonial identity.",grabaciones_de_música_popular_indonesia,YES,
,bn:00649504n,,indonesian_hip_hop,Indonesian hip hop is hip hop music performed in Indonesia.,hip_hop_indonesio,YES,
,bn:02544313n,,"indo_pop, indonesian_pop, indonesian_popular_music","Indo-pop also known as Indonesian pop is loosely defined as Indonesian pop music; however, in a wider sense it can also encompass Indonesian pop culture, which also includes Indonesian cinema and sinetrons.","indo_pop, pop_indonesio, música_popular_indonesia",YES,
,bn:03403563n,,"indo_jazz, indian_jazz","Indo jazz is a musical genre consisting of jazz, classical and Indian influences.","indo_jazz, jazz_indio",YES,
,bn:01890007n,,"indie_rock_in_the_netherlands, rock_music_in_the_netherlands, dutch_rock, indie_rock_in_holland, dutch_pop_music","Dutch rock is a form of rock music produced in the Netherlands, primarily in the English language as well as in Dutch.","rock_indie_en_los_países_bajos, música_rock_en_los_países_bajos, rock_holandés, rock_indie_en_holanda, música_pop_holandés",YES,
,bn:03303358n,,"indie_music_scene, indie_music_scenes, music_scene, local_band_scene",An independent music scene is a localized independent music-oriented community of bands and their audiences.,"escena_musical_indie, escenas_musicale_indie, escena_musical, escena_de_la_banda_local",YES,
,bn:00751975n,,"incomplete_repetition, aabc_form","Incomplete repetition is a musical form featuring two large sections, the second being a partial or incomplete re-presentation or repetition of the first.","repetición_incompleta, forma_aabc",YES,
,bn:02673573n,,"improvisation_in_music_therapy, clinical_improvisation",In music therapy improvisation is defined as a process where the client and therapist relate to each other.,"improvisación_en_la_terapia_musical, improvisación_clínica",YES,
,bn:02332112n,,ikinimba,Ikinimba is probably the most revered musical tradition in Rwanda.,ikinimba,YES,
,bn:02576639n,,"igbo_music, igbo_traditional_music, ibo_music","Igbo music is the music of the Igbo people, who are indigenous to the southeastern part of Nigeria.","música_igbo, música_tradicional_igbo, música_ibo",YES,
,bn:03143774n,,"hyōshigi, hyoshigi","The hyōshigi is a simple Japanese musical instrument, consisting of two pieces of hardwood or bamboo often connected by a thin ornamental rope.","hyōshigi, hyoshigi",YES,
,bn:00436256n,,hymn_concertato,"The Hymn concertato is a genre of hymn arrangement for choir in which varied treatments of stanzas are written out, all based on the familiar tune, and almost always ending with a verse for the congregation to join on.",hymn_concertato,YES,
,bn:16246265n,,hungarian_pop,Hungarian pop is the pop music scene of Hungary.,pop_húngaro,YES,
,bn:16250722n,,hungarian_metal,Hungarian metal is the metal music scene of Hungary.,metal_húngaro,YES,
,bn:03239492n,,"hun, tsuchibue",The hun is a Korean Xun -like flute made of baked clay or other ceramics.,"hun, tsuchibue",YES,
,bn:03603363n,,"houston_noise, houston_noise_bands","Houston noise is a subgenre of noise rock, centered in Houston, Texas.","ruido_de_houston, bandas_de_ruido_de_houston",YES,
,bn:01367859n,,"horror_film_score, horror_film_scores",A horror film score is music used and often specially written for films in the horror genre.,"partitura_de_la_película_de_horror, partituras_de_película_de_horror",YES,
,bn:00044802n,,hornpipe,A British solo dance performed by sailors,hornpipe,YES,
,bn:00044781n,,horn,An alarm device that makes a loud warning sound,sirena,YES,
,bn:02797745n,,hori,"Hori is a genre of semi-classical singing, popular in Uttar Pradesh and Bihar.",hori,YES,
,bn:03816996n,,"hora_lungă, cintec_lung, cîntec_lung, hora_lunga","Hora lungă, is a Romanian regional folksong style characterized by the union of a lyrical text and improvisational melody.","hora_lungă, cintec_lung, cîntec_lung, hora_lunga",YES,
,bn:03348278n,,hoover_sound,"Hoover sound refers to a particular synthesizer sound in electronic music, commonly used in gabber, breakbeat hardcore, trance and hard house.",sonido_hoover,YES,
,bn:01077110n,,"honorific_nicknames_in_popular_music, pop_princess, goddess_of_pop, the_queen_of_pop, asia's_romantic_balladeer, king_of_pop,_rock_and_soul, king_of_funk, godfather_of_punk, king_of_country_music, queen_of_tejano_music, r&b_princess, king_of_latin_pop, the_king_of_r&b, list_of_honorific_titles_in_popular_music, godfather_of_britpop, asia's_phoenix, prince_of_pop, godfather_of_rocksteady, king_of_japanese_pop, musician_nicknames, queen_of_country_music, queen_of_country, king_of_cantopop, king_of_soul, the_songstress_of_the_century, king_of_rap, the_queen_of_slovak_pop_music, first_family_of_soul, popstar_royalty, queen_of_disco, king_of_the_jukebox, god_of_songs, king_of_country, his_purple_majesty, king_of_folk, king_of_pop, the_godfather_of_go-go, princess_of_r&b, the_princess_of_pop, popular_music_royality, godfather_of_rap, the_king_of_rock_and_roll, king_of_bhangra, king_of_k-pop, king_of_chinese_pop, godfather_of_heavy_metal, royal_family_of_pop, king_of_r&b, queen_of_r&b, architect_of_rock_and_roll, his_royal_badness, queen_of_rock_and_roll, honorific_titles_in_popular_music","Honorific nicknames in popular music are terms used, most often in the media or by fans, to indicate the significance of an artist, and are often religious, familial, or royal and aristocratic titles, used metaphorically.","apodos_honoríficos_en_la_música_popular, princesa_pop, diosa_del_pop, la reina_del_pop, baladista_romántico_de_asia, rey_del_pop,_rock_y_soul, rey_del_funk, padrino_del_punk, rey_de_la_música_country, reina_de_la_música_de_texas,princesa_r&b, rey_del_pop_latino, rey_del_pop_latino,el_rey_del_r&b, lista_de_títulos_honoríficos_en_la_música_popular, padrino_del_britpop, fénix_de_asia, príncipe_del_pop, padrino_del_rocksteady, rey_del_pop_japonés, apodos_de_los_músicos, reina_de_la_música_country, reina_del_country, rey_del_cantopop,rey_del_soul, la_cantante_del_siglo, rey_del_rap, la_reina_de_la_música_pop_eslovaca, primera_familia_del_soul, realeza_popstar, reina_de_la_disco, rey_de_la_máquina_de_discos, dios_de_las_canciones, rey_del_country, su_majestad_morada, rey_del_folk, rey_del_pop, el_padrino_del_go-go, princesa_del_r&b, la_princesa_del_pop, realeza_de_la_música_popular, padrino_del_rap, el_rey_del_rock_and_roll, rey_de_bhangra, rey_del_k-pop, rey_del_pop_chino, padrino_del_heavy_metal, familia_real_del_pop, rey_del_r&b, reina_del_r&b, arquitecto_del_rock_and_roll, su_maldad_real, reina_de_rock_and_roll, títulos_honoríficos_en_la_música_popular",YES,
,bn:00332053n,,hong_kong_musical_tongue_twister,A Hong Kong musical tongue twister is a melody rhyme that follow a musical tune.,trabalenguas_musical_de_hong_kong,YES,
,bn:01570598n,,"hom, hompak",Hom is a generic Yucatec Maya name used for a class of trumpet-like musical wind instruments found in pre-Columbian and traditional music among the Maya peoples of Mesoamerica.,"hom, hompak",YES,
,bn:00227628n,,"hokkien_pop, taiwanese_popular_music, taiwanese_pop, taiwanese_hokkien_popular_music","Taiwanese pop, Tai-pop, T-pop, Minnan Pop and Taiwanese song, is a popular music genre sung in Taiwanese Hokkien and produced mainly in Taiwan.","pop_hokkien, música_popular_taiwanés, pop_taiwanés, música_popular_hokkien_taiwanés",YES,
,bn:03702217n,,hofii,"Hofii is a form of female vocal folk music that is believed to have originated from Tlemcen, Algeria.",hofii,YES,
,bn:00044281n,,hit_parade,A ranked list of the songs that are most popular at a given time,lista_de_éxitos,YES,
,bn:03879857n,,history_of_sonata_form,Sonata form is one of the most influential ideas in the history of Western classical music.,historia_de_la_forma_sonata,YES,
