wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
,bn:00950977n,,"alternative_country, alt-country, insurgent_country, alt_country, country_gothic, alt.country, americana, hick_rock, twang_core, citygrass, alternative-country, alt._country, altcountry","Alternative country, or alternative country rock is a loosely defined subgenre of country rock, which includes acts that differ significantly in style from mainstream country music, mainstream country rock, and country pop.","twang, alternative_country, alt.country, alt-country",YES,,,
,bn:01425385n,,"alternate_picking, alternate-picking, tremolo_picking",Alternate picking is a guitar playing technique that employs alternating downward and upward strokes in a continuous fashion.,"alternatieve_picking, tremolo_picking",YES,,,
,bn:03172487n,,"all-female_band, all-woman_band, all-women_bands, girl_band, all-female_rock_band, all_girl_band, girl_bands, all_female_band, all-girl_band, all_women_band, female_band, all-women_band, all_woman_band, all-female_bands",An all-female band is a musical group in popular music that is exclusively composed of female musicians.,"all-vrouwen_band, all-female_band",YES,,,
,bn:01183295n,,"allemande, german_dance, alamand, almaine, almayne, allemanda, alman, alemana, almain","An allemande is a renaissance and baroque dance, and one of the most popular instrumental dance styles in baroque music, with notable examples by Couperin, Purcell, Bach and Handel.",allemande,YES,,,
,bn:00002798n,,all_clear,A signal (usually a siren) that danger is over,allemaal_duidelijk,YES,,,
,bn:03253674n,,"algorithmic_composition, fractal_music, automatic_musical_composition, automatic_generation_of_music, music_synthesizer, algorithmically_generated_music, ai-generated_music, automated_music_composition, algorithmic_music, procedurally-generated_music",Algorithmic composition is the technique of using algorithms to create music.,"algoritmische_compositie, algoritmische_muziek",YES,,,
,bn:02471528n,,"alghoza, jodiya_pava, algoza, algoze, algoja, alghoze","Alghoza is a pair of woodwind instruments used by Baloch, Sindhi, Kutchi, Rajasthani and Punjabi folk musicians.","alghoza, jodiya_pava, algoza, algoze, algoja, alghoze",YES,,,
,bn:01145168n,,algerian_hip_hop,"Algerian hip hop music, as a genre, includes the hip hop music of both native Algerians and Algerians abroad.",algerijnse_hip_hop,YES,,,
,bn:03264878n,,"alegrías, alegrias","Alegrías is a flamenco palo or musical form, which has a rhythm consisting of 12 beats.","alegrías, alegría, alegrias, alegrìa, alegria",YES,,,
,bn:03890754n,,"aleatory_music, chance_music, aleatoric_music, aleatoric_technique, open_form_music, aleatoric_composition, chance, mobile, musical_mobile, mobile_form, open_form_chance_music",20th-century music in which chance or indeterminate elements are left for the performer to realize.,"aleatoriek, aleatorische_muziek, aleatorisch, toeval_muziek",YES,,,
,bn:01013102n,,"aleatoricism, aleatory, aleatorist, aleatoric, aleatorism, random_literature, aleatorial","Aleatoricism or aleatorism, the noun associated with the adjectival aleatory and aleatoric is a term popularised by the musical composer Pierre Boulez, but also Witold Lutosławski and Franco Evangelisti, for compositions resulting from ""actions made by chance"", with its etymology deriving from alea, Latin word for ""dice"".",aleatorische,YES,,,
,bn:00923833n,,"album_musical, album_musicals","An album musical is a type of recording that sounds like an original cast album but is created specifically for the recording medium and is complete entertainment product in itself, rather than just promoting or reflecting an existing or planned musical theatre production or revue.",album_musical,YES,,,
,bn:00486039n,,"alboka, albogue","The Basque alboka, is a single-reed woodwind instrument consisting of a single reed, two small diameter melody pipes with finger holes and a bell traditionally made from animal horn.","alboka, albogue",YES,,,
,bn:00137086n,,"alberti_bass, albertischer_bass","Alberti bass is a particular kind of accompaniment figure in music, often used in the Classical era, and sometimes the Romantic era.","albertijnse_bas, alberti_bas",YES,,,
,bn:00240225n,,albanian_hip_hop,"Albanian hip hop refers to hip hop from artists from Albania, Kosovo, North Macedonia and surrounding areas where the Albanian language is spoken.",albanese_hip_hop,YES,,,
,bn:00002414n,,"alarm_bell, tocsin",The sound of an alarm (usually a bell),noodklok,YES,,,
,bn:03390966n,,"alapana, raga_alapana","In Carnatic classical music, alapana is a form of manodharmam, or improvisation, that introduces and develops a raga.",alapana,YES,,,
,bn:01257678n,,"airplay, turntable_hit, radio_airplay","In radio broadcasting, airplay is how frequently a song is being played on radio stations.","airplay, radio_airplay",YES,,,
,bn:00002234n,,"air_horn, goal_horn, handy_horn, rape_horn, gas_horn, airhorn",A pneumatic horn,"gastoeter, luchthoorn, pneumatic_hoorn",YES,,,
,bn:01164655n,,"air_guitar, the_annual_air_guitar_world_championship_contest, bjorn_turoque, air_drum, william_ocean, bjorn_tueroque, björn_turoque, air_bands, bjoern_turoque, air_guitar_world_championships, air_drumming, bjoern_tueroque, bjorn_türoque, björn_türoque","Air guitar is a form of dance and movement in which the performer pretends to play an imaginary rock or heavy metal-style electric guitar, including riffs and solos.",luchtgitaar,YES,,,
,bn:03753189n,,"air_de_cour, airs_de_cour","The Air de cour was a popular type of secular vocal music in France in the late Renaissance and early Baroque period, from about 1570 until around 1650.","air_de_cour, lucht_de_cour",YES,,,
,bn:00002201n,,air_alert,The warning signal that begins a period of preparation for an enemy air attack,luchtaanval,YES,,,
,bn:16298970n,,"air, ayres",An air is a song-like vocal or instrumental composition.,lucht,YES,,,
,bn:03459737n,,ahoko,The Ahoko is a traditional percussion instrument originating from the central part of Ivory Coast in West Africa.,ahoko,YES,,,
,bn:03355615n,,agung_a_tamlang,The Agung a Tamlang is a type of Philippine slit drum made of hollowed out bamboo in imitation of the real agung.,agung_a_tamlang,YES,,,
,bn:03789509n,,agidigbo,The agidigbo or ‘’’molo’’’ is a large traditional plucked lamellophone thumb piano used by the Yoruba people of Nigeria to play apala music.,agidigbo,YES,,,
,bn:01870578n,,"afro-rock, afro_rock",Afro rock is a style of rock music.,afro-rock,YES,,,
,bn:00809924n,,afrocubanismo,"Afrocubanismo was an artistic and social movement in black-themed Cuban culture with origins in the 1920s, as in works by the cultural anthropologist Fernando Ortiz.",afrocubanismo,YES,,,
,bn:00229576n,,"afro-cuban_jazz, cuban_jazz, afro-cubop, afro_cubop, afrobop, afro_cuban_jazz, cubop",Afro-Cuban jazz is the earliest form of Latin jazz.,"afro-cuban_jazz, cubaanse_jazz, cubop, afro-cubaanse_jazz",YES,,,
,bn:00893909n,,"afro-caribbean_music, african-caribbean_music, afro-carribean_music",Afro-Caribbean music is a broad term for music styles originating in the Caribbean from the African diaspora.,afro-caribische_muziek,YES,,,
,bn:02523277n,,"afrobeat, afro_beat, afro-beat, african_funk, afrobeat_music, afro-funk, afrofunk","Afrobeat is a music genre which involves the combination of elements of West African musical styles such as fuji music and highlife with American jazz and later soul and funk influences, with a focus on chanted vocals, complex intersecting rhythms, and percussion.","afrobeat, afro_beat, afrofunk, afro-beat",YES,,,
,bn:02843519n,,afro_roots,"AfroRoots Music is described as a blend of World Music; specifically, Afro-Beat, Reggae, and Cuban music.",afro_roots,YES,,,
,bn:00839613n,,"african_popular_music, afropop, afrobeats, african_pop_music, afropop_music, afro_pop, afro-pop, afro_pop_music, african_pop","African popular music, like African traditional music, is vast and varied.","afrikaanse_populaire_muziek, afropop, afro-pop",YES,,,
,bn:01317335n,,"african_hip_hop, congolese_hip_hop, african_rap, ghanaian_hip_hop, hip_hop_in_africa, south_african_hip_hop, african_rap/ghana, ugandan_hip_hop, botswana_hip_hop, malagasy_hip_hop, supa_laj, rwandan_hip_hop, nigerian_hip_hop, guinean_hip_hop, malian_hip_hop, rap_gasy, botswanan_hip_hop, african_rap_in_ghana, angolan_hip_hop, namibian_hip_hop",Hip hop music has been popular in Africa since the early 1980s due to widespread African American influence.,afrikaanse_hip_hop,YES,,,
,bn:01393766n,,"a-flat_minor, a♭_minor, ab_minor, a_flat_minor","A-flat minor is a minor scale based on A♭, consisting of the pitches A♭, B♭, C♭, D♭, E♭, F♭, and G♭.","as-mineur, as_mineur, as_klein, la_mol_klein, a-flat_minor",YES,,,
,bn:01238998n,,"a-flat_major, 4f, ab_major, a_flat, a♭_major, a♭, a_flat_major","A-flat major is a major scale based on A♭, with the pitches A♭, B♭, C, D♭, E♭, F, and G. Its key signature has four flats.","as_majeur, as_groot, lab_groot, lab_majeur, as-majeur, la_mol_groot, a-flat_major, a_flat_major",YES,,,
,bn:00416224n,,"aesthetics_of_music, musical_aesthetics, musical_ontology, aesthetics, esthetics_of_music, music_aesthetics","Aesthetics of music is a branch of philosophy that deals with the nature of art, beauty and taste in music, and with the creation or appreciation of beauty in music.","esthetiek_van_de_muziek, muzikale_esthetiek",YES,,,
,bn:03234865n,,"adungu, ennenga, ekidongo","The a'dungu, also called the ekidongo or ennenga, is a stringed musical instrument of the Alur people of northwestern Uganda.",adungu,YES,,,
,bn:00502849n,,adufe,"The adufe is a traditional square tambourine of Moorish origin, which is used in Portugal and Galicia.",adufe,YES,,,
,bn:00001238n,,adagio,A slow section of a pas de deux requiring great skill and strength by the dancers,adagio,YES,,,
,bn:14726988n,,ad_libitum,De muziekterm ad libitum of afgekort: ad lib.,ad_libitum,YES,,,
,bn:03777433n,,"ad_lib, ad_libitum, bene_placito, ad-lib, ad_libidem, off-the-cuff, pause_ad_libitum, off_the_cuff, ad-libs, a_piacere, ad_libbing, ad-libbed, ad-libbing","In music, biology, and drama, the phrase ad libitum often shortened to ""ad lib"" or ""ad-lib"" has various meanings.","ad_libitum, ad_libidum, ad-libs, ad-lib, ad_lib",YES,,,
,bn:03261103n,,"action, string_action","The action of a string instrument that is plucked, strummed, or bowed by hand is the distance between the fingerboard and the string.","action, actie",YES,,,
,bn:00000989n,,"acoustics, acoustical_science, acoustic_sensor, acoustical_data, acoustical, history_of_acoustics, acoustic_measurements_and_instrumentation, subdisciplines_of_acoustics, acustica, mechanical_radiation",The study of the physical properties of sound,"akoestiek, geluidsleer, acoustiek, akoestica, akoustiek, akoestische, akoestische_gegevens, akoesticus",YES,,,
,bn:00000987n,,acoustician,A physicist who specializes in acoustics,akoesticus,YES,,,
,bn:03445386n,,"acoustic-electric_guitar, acoustic_electric_guitar, acoustic_electric, vintage_acoustic_electric, electric_acoustic_guitar, electric_acoustic_guitars, electro-acoustic_guitars, electroacoustic_guitar, electro-acoustic_guitar","An acoustic-electric guitar is an acoustic guitar fitted with a magnetic or piezoelectric pickup, or a microphone.",akoestisch-elektrische_gitaar,YES,,,
,bn:02130822n,,"acoustic_space, listening_room",Acoustic space is an acoustic environment in which sound can be heard by an observer.,akoestische_ruimte,YES,,,
,bn:00000980n,,acoustic_phenomenon,A physical phenomenon associated with the production or transmission of sound,akoestische_fenomeen,YES,,,
,bn:02982235n,,"acoustic_music, acoustical_music, acoustic_rock, acoustic_songs, acoustic_song, acoustic, acoustic_version, acoustic_instruments, unplugged, acoustic_pop, acoustic_instrument, acoustic_punk, acoustic_metal","Acoustic music is music that solely or primarily uses instruments that produce sound through acoustic means, as opposed to electric or electronic means.","akoestische_muziek, akoestisch_instrument, unplugged, akoestische, akoestische_rock, akoestische_instrumenten",YES,,,
