wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?,note,removed EN,Removed IT,Multiword Expression,annotator traduction
wn:07058871n,bn:00064549n,n,"processional_march, recessional_march",a march to be played for processions,marcia_processionale,YES,,,,,
wn:07059028n,bn:00025518n,n,"funeral_march, dead_march",a slow march to be played for funeral processions,marcia_funebre,YES,,,,,
wn:07059150n,bn:00080798n,n,wedding_march,a march to be played for a wedding procession,marcia_nuziale,YES,,,,,
wn:07059255n,bn:00063586n,n,"popular_music, popular_music_genre",any genre of music having wide appeal (but usually only for a short time),"musica_di_massa, musica_popolare, popular_music",YES,,,,,
wn:07059626n,bn:00027490n,n,"disco, disco_music",popular dance music (especially in the late 1970s); melodic with a regular bass beat; intended mainly for dancing at discotheques,"disco-music, disco_dance, disco_music, discoteca, disco, musica_disco",YES,,,,,
wn:07059821n,bn:00052630n,n,macumba,popular dance music of Brazil; derived from the practices of the macumba religious cult,macumba,YES,,,,,
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,"am_pop, musica_commerciale, musica_pop, musica_semplice, pop-classica, pop_band, pop_music, pop",YES,,,,,
wn:07060167n,bn:00031725n,n,"folk_music, ethnic_music, folk",the traditional and typically anonymous music that is an expression of the life of people in a community,"folk, musica_etnica, musica_folclorica, musica_folcloristica, musica_folklorica, musica_folk, musica_popolare, musica_tradizionale",YES,,,,,
wn:07060440n,bn:00014397n,n,"country_music, country_and_western, C_and_W",a simple style of folk music heard mostly in the southern United States; usually played on stringed instruments,"country_&_western, country_music, country, liscio, musica-country, musica_country, musica_da_ballo, nashville_sound",YES,,,,,
wn:07060697n,bn:00008208n,n,"dance_music, danceroom_music, ballroom_music",a genre of popular music composed for ballroom dancing,musica_da_ballo,YES,,,,,
wn:07060844n,bn:00065987n,n,"ragtime, rag",music with a syncopated melody (usually for the piano),"rag_time, ragtime",YES,,,,,
wn:07060976n,bn:00048066n,n,jazz,a style of dance music popular in the 1920s; similar to New Orleans jazz but played by large bands,"danza_jazz, jazz",YES,,,,,
wn:07061180n,bn:00049531n,n,kwela,a kind of danceable music popular among black South Africans; includes a whistle among its instruments,kwela,YES,,,,,
wn:07061334n,bn:00041147n,n,"gospel, gospel_singing",folk music consisting of a genre of a cappella music originating with Black slaves in the United States and featuring call and response; influential on the development of other genres of popular music (especially soul),"gospel, musica_gospel",YES,,,,,
wn:07061677n,bn:00028239n,n,doo-wop,a genre (usually a cappella) of Black vocal-harmony music of the 1950s that evolved in New York City from gospel singing; characterized by close four-part harmonies; the name derived from some of the nonsense syllables sung by the backup,doo-wop,YES,,,,,
wn:07061968n,bn:00072888n,n,soul,a secular form of gospel that was a major Black musical genre in the 1960s and 1970s,"musica_soul, soul_music, soul",YES,,,,,
wn:07062190n,bn:00011585n,n,bluegrass,a type of country music played at a rapid tempo on banjos and guitars,"bluegrass_music, bluegrass, musica_bluegrass",YES,,,,,
wn:07062315n,bn:00044145n,n,hillbilly_music,country music originating in mountainous regions of southern United States,"musica_popolare_antica, old-time_music",YES,,,,,
wn:07062451n,bn:00073717n,n,square-dance_music,music performed for square dancing,?quadriglia ?ballo del mattone,YES,,,,,
wn:07062550n,bn:00082108n,n,zydeco,music of southern Louisiana that combines French dance melodies with Caribbean music and blues,zydeco,YES,,,,,
wn:07062697n,bn:00048065n,n,jazz,a genre of popular music that originated in New Orleans around 1900 and developed through increasingly complex styles,jazz,YES,,,,,
wn:07063101n,bn:00009460n,n,"bop, bebop",an early form of modern jazz (originating around 1940),"be-bop, be_bop, bebop, bop",YES,,,,,
wn:07063249n,bn:00012057n,n,"boogie, boogie-woogie",an instrumental version of the blues (especially for piano),"boogie-woogie, boogie_woogie, boogie",YES,,,,,
wn:07063413n,bn:00022428n,n,cool_jazz,jazz that is restrained and fluid and marked by intricate harmonic structures often lagging slightly behind the beat,"cool_jazz, jazz_freddo",YES,,,,,
wn:07063585n,bn:00036872n,n,funk,an earthy type of jazz combining it with blues and soul; has a heavy bass line that accentuates the first beat in the bar,"funky, funk, musica_funk, p-funk",YES,,,,,
wn:07063775n,bn:00044937n,n,hot_jazz,jazz that is emotionally charged and intense and marked by strong rhythms and improvisation,hot jazz,YES,,,,,
wn:07063921n,bn:00055474n,n,"modern_jazz, new_jazz, neo_jazz",any of various styles of jazz that appeared after 1940,jazz moderno,YES,,,,,
wn:07064055n,bn:00044202n,n,"rap, rap_music, hip-hop",genre of African-American music of the 1980s and 1990s in which rhyming lyrics are chanted to a musical accompaniment; several forms of rap have emerged,"hip-hop, hip_hop, musica_hip-hop, musica_hip_hop",YES,,,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,"r&b, r'n'b, r_&_b, rhythm'n'blues, rhythm_&_blues, rhythm_'n'_blues, rhythm_and_blues, rnb",YES,,,,,
wn:07064537n,bn:00068078n,n,rockabilly,a fusion of black music and country music that was popular in the 1950s; sometimes described as blues with a country beat,rockabilly,YES,,,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,"musica_rock, rock_and_roll, rock",YES,,,,,
wn:07065149n,bn:00043479n,n,"heavy_metal, heavy_metal_music",loud and harsh sounding rock music with a strong beat; lyrics usually involve violent or fantastic imagery,"heavy-metal, heavy_metal, metal, musica_metal",YES,,,,,
wn:07065333n,bn:00005947n,n,"progressive_rock, art_rock",a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing,"art-rock, art_rock, musica_progressive, prog-rock, prog_rock, progressive_rock, progressive, prog, rock_progressive, rock_progressivo",YES,,,,,
wn:07065562n,bn:00000912n,n,"psychedelic_rock, acid_rock",a musical style that emerged in the 1960s; rock music inspired by or related to drug-induced experience,"acid-rock, acid_rock, musica_psichedelica, psychedelic_rock, rock_psichedelico",YES,,,,,
wn:07065740n,bn:00065237n,n,"punk_rock, punk",rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock,"punk_rock, punk",YES,,,,,
wn:07065932n,bn:00077859n,n,trad,traditional jazz as revived in the 1950s,?,YES,,,,,
wn:07066042n,bn:00048231n,n,"swing, swing_music, jive",a style of jazz played by big bands popular in the 1930s; flowing rhythms but less complex than later styles of jazz,"era_swing, swing_era, swing",YES,,,,,
wn:07066285n,bn:00066875n,n,reggae,popular music originating in the West Indies; repetitive bass riffs and regular chords played on the off beat by a guitar,reggae,YES,,,,,
wn:07066459n,bn:00071962n,n,skiffle,a style of popular music in the 1950s; based on American folk music and played on guitars and improvised percussion instruments,skiffle,YES,,,,,
wn:07068631n,bn:00026702n,n,development,(music) the section of a composition or movement (especially in sonata form) where the major musical themes are developed and elaborated,sviluppo,YES,,,,,
wn:07071942n,bn:00037743n,n,"music_genre, musical_genre, genre, musical_style",an expressive style of music,"genere_musicale, generi_musicali, stili_musicali",YES,,,,,
wn:07086518n,bn:00009396n,n,"rhythm, beat, musical_rhythm",the basic rhythmic unit in a piece of music,"battere, levare, ritmo_musicale, ritmi, ritmo, tempo",YES,,,,,
wn:07086861n,bn:00007760n,n,backbeat,a loud steady beat,controtempo,YES,,,,,
wn:07086972n,bn:00028479n,n,downbeat,the first beat of a musical measure (as the conductor's arm moves downward),"battere, in_battere",YES,,,,,
wn:07087102n,bn:00058673n,n,"upbeat, offbeat",an unaccented beat (especially the last beat of a measure),,YES,,,,,
wn:07087223n,bn:00075705n,n,syncopation,a musical rhythm accenting a normally weak beat,sincope,YES,,,,,
wn:07087346n,bn:00066540n,n,recitative,a vocal passage of narrative text that a singer delivers with natural rhythms of speech,recitativo,YES,,,,,
wn:07087508n,bn:00005646n,n,arioso,(music) a short recitative that is melodic but is not an aria,arioso,YES,,,,,
wn:07087641n,bn:00055494n,n,"transition, modulation",a musical passage moving from one key to another,"modulazione, passaggio, transizione",YES,,,,,
wn:07109019n,bn:00007129n,n,auditory_communication,communication that relies on hearing,,NO,,,,,
wn:07122639n,bn:00044886n,n,hosanna,a cry of praise or adoration (to God),"hosanna, osanna",YES,,,,,
wn:07201804n,bn:00017758n,n,"word_picture, word-painting, delineation, depiction, picture, characterization, characterisation",a graphic or vivid verbal description,caratterizzazione,NO,,,,,
wn:07215377n,bn:00032377n,n,exposure,the disclosure of something secret,,NO,,,,,
wn:07215568n,bn:00032368n,n,"expose, unmasking",the exposure of an impostor or a fraud,"smascheramento, exposé",NO,,,,,
wn:07215816n,bn:00056193n,n,muckraking,the exposure of scandal (especially about public figures),,NO,,,,,
wn:07230089n,bn:00011623n,n,"braggadocio, bluster, rodomontade, rhodomontade",vain and empty boasting,"bravacciata, bravazzata, gradassata, guasconata, pallonata, rodomontata, sbraciata, sbruffonata, sbruffoneria, spacconata, spacconeria, spampanata, trombonata",NO,,,,,
wn:07239183n,bn:00002915n,n,allocution,(rhetoric) a formal or authoritative address that advises or exhorts,,NO,,,,,
wn:07239327n,bn:00020684n,n,colloquium,an address to an academic meeting or seminar,,NO,,,,,
wn:07239428n,bn:00027834n,n,dithyramb,a wildly enthusiastic speech or piece of writing,ditirambo,NO,,,,,
wn:07239788n,bn:00046185n,n,impromptu,an extemporaneous speech or remark,,NO,,,,,
wn:07239927n,bn:00046186n,n,impromptu,a short musical passage that seems to have been made spontaneously without advance preparation,"impromptu, improvviso",YES,,,,,
wn:07240077n,bn:00046246n,n,"inaugural_address, inaugural",an address delivered at an inaugural ceremony (especially by a United States president),,NO,,,,,
wn:07240549n,bn:00050486n,n,"lecture, public_lecture, talk",a speech that is open to the public,"conferenza, discorso, lettura",NO,,,,,
wn:07240763n,bn:00051522n,n,litany,any long and tedious address or recital,litania,YES,,,,,
wn:07277915n,bn:00007701n,n,Bach,the music of Bach,,NO,,,,,
wn:07278014n,bn:00009609n,n,Beethoven,the music of Beethoven,,NO,,,,,
wn:07278146n,bn:00012670n,n,Brahms,the music of Brahms,,NO,,,,,
wn:07278256n,bn:00018729n,n,Chopin,the music of Chopin,,NO,,,,,
wn:07278365n,bn:00040462n,n,Gilbert_and_Sullivan,the music of Gilbert and Sullivan,"gilbert_&_sullivan, gilbert_e_sullivan",NO,,,,,
wn:07278510n,bn:00042806n,n,Handel,the music of Handel,,NO,,,,,
wn:07278582n,bn:00043211n,n,Haydn,the music of Haydn,,NO,,,,,
wn:07278652n,bn:00056177n,n,Mozart,the music of Mozart,,NO,,,,,
wn:07278775n,bn:00074571n,n,Stravinsky,the music of Stravinsky,"igor_stravinsky, stravinsky",NO,,,,,
wn:07278925n,bn:00080325n,n,Wagner,the music of Wagner,wagner,NO,,,,,
wn:07280424n,bn:00015703n,n,capriccio,an instrumental composition that doesn't adhere to rules for any specific musical form and is played with improvisation,capriccio,YES,,,,,
wn:07280754n,bn:00055997n,n,motet,an unaccompanied choral composition with sacred lyrics; intended to be sung as part of a church service; originated in the 13th century,"mottetti, mottetto",YES,,,,,
wn:07281219n,bn:00064649n,n,"program_music, programme_music",musical compositions intended to evoke images or remind the listener of events,musica_a_programma,YES,,,,,
wn:07281375n,bn:00046286n,n,incidental_music,music composed to accompany the action of a drama or to fill intervals between scenes,"musica_da_scena, musica_incidentale, musiche_di_scena",YES,,,,,
wn:07281635n,bn:00075799n,n,Ta'ziyeh,(Islam) a form of Iranian musical pageant that is the theatrical expression of religious passion; based on the Battle of Kerbala and performed annually (in Farsi),Ta'ziyeh,YES,,,,,
wn:07281871n,bn:00073632n,n,"sprechgesang, sprechstimme",a style of dramatic vocalization between singing and speaking,"canto-parlato, sprechgesang",YES,,,,,
wn:07282006n,bn:00080173n,n,"vocal_music, vocal","music intended to be performed by one or more singers, usually with instrumental accompaniment","musica_vocale, vocale",YES,,,,,
wn:07294019n,bn:00001874n,n,"consequence, aftermath",the outcome of an event especially as relative to an individual,"conseguenza, consequence",NO,,,,,
wn:07294260n,bn:00022784n,n,corollary,a practical consequence that follows naturally,corollario,NO,,,,,
wn:07294423n,bn:00020910n,n,"deserts, comeuppance, comeupance",an outcome (good or bad) that is well deserved,,NO,,,,,
wn:07294550n,bn:00036688n,n,fruit,the consequence of some effort or action,"frutto, prodotto, resultato, risultato",NO,,,,,
wn:07294699n,bn:00070572n,n,sequella,a secondary consequence,,NO,,,,,
wn:07294777n,bn:00077913n,n,train,a series of consequences wrought by an event,,NO,,,,,
wn:07295629n,bn:00061123n,n,"wages, reward, payoff",a recompense for worthy acts or retribution for wrongdoing,"compenso, premio, ricompensa, risarcimento",NO,,,,,
wn:07330560n,bn:00049229n,n,"kismet, kismat",(Islam) the will of Allah,kismet,NO,,,,,
wn:07342383n,bn:00070576n,n,sequence,several repetitions of a melodic phrase in different keys,progressione,YES,,,,,
wn:07360211n,bn:00069958n,n,sea_change,a profound transformation,,NO,,,,,
wn:07376257n,bn:00008250n,n,"bang, clap, eruption, blast, bam",a sudden very loud noise,"bang, botta, botto, bum, colpo, percussione, scoppio, squillo",YES,,,,,
wn:07376539n,bn:00008343n,n,banging,a continuing very loud noise,?scoppiettante,YES,,,,,
wn:07376731n,bn:00008595n,n,bark,a noise resembling the bark of a dog,* ululato? grigno?,NO,,,,,
wn:07377473n,bn:00011127n,n,"blare, blaring, cacophony, clamor, din",a loud harsh or strident noise,"stridente, cacofonia, clangore, fragore, frastuono, rumore_infernale, strepito",YES,,,,,
